lqb9barten	traducir [algo] ==> el traductor	to translate [something] ==> the translator	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
r10k8grkk4	visitar [un lugar] ==> el visitante	to visit [a place] ==> the visitor	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4ay6y8jvwp	ser bueno ==> la bondad	to be good ==> the goodness	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
z5nq5xkxnd	estar listo ==> estar más o menos listo	to be ready ==> to be ready-ish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
rkqe2lip8p	ser verdadero ==> la verdad	to be true ==> the truth	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
0h2pwx0gcd	ser ancho ==> la anchura	to be wide ==> the width	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ln2qxef61a	ser profundo ==> la profundidad	to be deep ==> the depth	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
o68j722g0k	el tonto ==> ser insensato	the fool ==> to be foolish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
rbeq0615ht	la fiebre ==> estar afiebrado	the fever ==> to be feverish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
agp1j51uu1	Irlanda ==> ser irlandés	Ireland ==> to be Irish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
4t8fub205w	España ==> ser español	Spain ==> to be Spanish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
2qjlz4vm5k	Polonia ==> ser polaco	Poland ==> to be Polish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
ghrg87tgqn	Turquía ==> ser turco	Turkey ==> to be Turkish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
5iohmvrutt	Suecia ==> ser sueco	Sweden ==> to be Swedish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
i53xfer580	Dinamarca ==> ser danés	Denmark ==> to be Danish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
v842njhb7n	Finlandia ==> ser finlandés	Finland ==> to be Finnish	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
h06ev5xh76	ser superior ==> ser el de más arriba	to be upper ==> to be uppermost	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el de más arriba.	That is uppermost.
vbtrrcbmlc	estar cálido ==> la calidez	to be warm ==> the warmth	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
6du2hkieee	estar muerto ==> la muerte	to be dead ==> the death	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
9tllzw4mwd	ser interior ==> ser el más interior	to be inner ==> to be innermost	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más interior.	That is innermost.
6axjf3o9tu	ser exterior ==> ser el más exterior	to be outer ==> to be outermost	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más exterior.	That is outermost.
nvj0p68vjx	el norte ==> ser norteño	the north ==> to be northern	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
38nqxdz5b8	el sur ==> ser sureño	the south ==> to be southern	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
3t1fpmkces	el norte ==> el norteño	the north ==> the northerner	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
8m3b7j0hv5	el sur ==> el sureño	the south ==> the southerner	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
s5en2tu6vz	el este ==> el oriental	the east ==> the easterner	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
9qgyhzacqv	el oeste ==> el occidental	the west ==> the westerner	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
1e1x6m1zkt	Gran Bretaña ==> ser británico	Britain ==> to be British	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
22w9hcretm	[ser] el principal	[to be] foremost	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
9uy90z13u9	[ser] interno	[to be] internal	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
6ozlz4wrp3	[ser] externo	[to be] external	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
zghjiilqvy	[estar] solo	[to be] alone	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
6ittn2yy6r	[estar] prevenido	[to be] forearmed	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
6afpob0j51	[ser] sencillo	[to be] straightforward	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
rirmatii98	ser visto [hacer algo]	to be seen to [do something]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
eqlnv74cw8	próximo	next	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
nuuwniplla	último	last	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
mfqqgurgok	apagarlo	to turn it off	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
hux5cpb40q	recogerlo	to pick it up	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
e4t2bqlckp	cuidarlo	to look after it	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
mmo03wwxvu	demasiado [sustantivo no contable]	too much [uncountable noun]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
f62p62zg7o	ser bueno ==> ser mejor	to be good ==> to be better	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El comparativo de «bueno» es «mejor».	The comparative of “good” is “better.”
loc2s7jjrm	ser grande ==> ser el más grande	to be large ==> to be the largest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El superlativo de «grande» es «el más grande».	The superlative of “large” is “the largest.”
r4n8t7puv8	ser malo ==> ser peor	to be bad ==> to be worse	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El comparativo de «malo» es «peor».	The comparative of “bad” is “worse.”
kbio2z3f6e	ser rápido ==> ser más rápido	to be quick ==> to be quicker	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El comparativo de «rápido» es «más rápido».	The comparative of “quick” is “quicker.”
89nkgjqxfi	ser bueno ==> ser el mejor	to be good ==> to be the best	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El superlativo de «bueno» es «el mejor».	The superlative of “good” is “the best.”
zn504bpbeh	ser rápido ==> ser más rápido	to be rapid ==> to be more rapid	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El comparativo de «rápido» es «más rápido».	The comparative of “rapid” is “more rapid.”
ye7rmbmbov	ser difícil ==> ser el más difícil	to be difficult ==> to be the most difficult	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El superlativo de «difícil» es «el más difícil».	The superlative of “difficult” is “the most difficult.”
8o5wb8b6vo	ser rápido ==> ser el más rápido	to be rapid ==> to be the most rapid	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El superlativo de «rápido» es «el más rápido».	The superlative of “rapid” is “the most rapid.”
37d57ewo59	ser rápido ==> ser el más rápido	to be quick ==> to be the quickest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El superlativo de «rápido» es «el más rápido».	The superlative of “quick” is “the quickest.”
2fyfjvb91s	ser importante ==> ser el más importante	to be important ==> to be the most important	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El superlativo de «importante» es «el más importante».	The superlative of “important” is “the most important.”
ix24rna8om	demasiado [adjetivo]	too [adjective]	core		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
nw6m2yjdpc	tantos [sustantivos contables]	so many [countable nouns]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
8wgwtlo4yb	ser malo ==> ser el peor	to be bad ==> to be the worst	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	El superlativo de «malo» es «el peor».	The superlative of “bad” is “the worst.”
z2ew7nxy61	demasiados [sustantivos contables]	too many [countable nouns]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
21t654c1rv	no tanto [sustantivo no contable]	not that much [uncountable noun]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
v3kumwf8dl	mucho [sustantivo no contable]	a lot of [uncountable noun]	core		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
w317yrkvug	muchos [sustantivos contables]	a lot of [countable nouns]	core		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
z7nw8m8war	no tantos [sustantivos contables]	not that many [countable nouns]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
p0bgt5s2ty	tanto [sustantivo no contable] como	as much [uncountable noun] as	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
frpegdhmhi	tantos [sustantivos contables] como	as many [countable nouns] as	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
opdrjw467t	mucho [sustantivo no contable] (pregunta o negación)	much [uncountable noun]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
cxyj6z0ff3	muchos [sustantivos contables]	lots of [countable nouns]	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
0jyt2yhlip	unos pocos [sustantivos contables]	a few [countable nouns]	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
kyceimh1lj	ser barato ==> ser más barato	to be cheap ==> to be cheaper	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
r6af4026y9	ser gracioso ==> ser el más gracioso	to be funny ==> to be the funniest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más gracioso.	That is the funniest.
wyd4kcdm6s	ser rápido ==> ser el más rápido	to be fast ==> to be the fastest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más rápido.	That is the fastest.
d4nhp6of4q	ser seguro ==> ser el más seguro	to be safe ==> to be the safest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más seguro.	That is the safest.
7q3idfw27t	ser seguro ==> ser más seguro	to be safe ==> to be safer	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
w06xy3n98x	ser barato ==> ser el más barato	to be cheap ==> to be the cheapest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más barato.	That is the cheapest.
890ikntj2i	ser rápido ==> ser más rápido	to be fast ==> to be faster	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
tnl1yimmyb	ser grande ==> ser el más grande	to be big ==> to be the biggest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más grande.	That is the biggest.
8f830wa18p	ser fácil ==> ser el más fácil	to be easy ==> to be the easiest	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más fácil.	That is the easiest.
8tlubdz2jb	ser gracioso ==> ser más gracioso	to be funny ==> to be funnier	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
f1hip5yar5	ser feliz ==> ser el más feliz	to be happy ==> to be the happiest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más feliz.	That is the happiest.
ogonaxqk95	ser lento ==> ser más lento	to be slow ==> to be slower	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
g0z0ex17eh	ser difícil ==> ser el más difícil	to be hard ==> to be the hardest	supporting		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más difícil.	That is the hardest.
2u07owqzur	ser lento ==> ser el más lento	to be slow ==> to be the slowest	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).	Eso es el más lento.	That is the slowest.
ffr5aig4sd	ser alto	to be high	reference		Collapse masculine/feminine slash notation to bare masculine form (pure grammatical agreement; translation unchanged).		
